lead_time,market_segment_type,no_of_special_requests,avg_price_per_room,no_of_adults,no_of_weekend_nights,arrival_date,required_car_parking_space,no_of_week_nights,booking_status,arrival_month,cancellation_risk,dynamic_price
19,0,1,95.0,2,1,2018-09-19,0,2,Not_Canceled,9,0.004379475373959659,99.75
12,1,1,97.02,1,2,2018-05-29,0,0,Not_Canceled,5,0.1658249778111956,101.871
59,1,1,139.5,3,0,2018-09-07,1,1,Not_Canceled,9,0.020156574442349303,146.475
91,1,0,80.0,2,1,2018-04-04,0,2,Canceled,4,0.7529346376560372,72.0
27,0,0,108.0,2,0,2017-09-30,0,2,Not_Canceled,9,0.0,113.4
180,1,1,108.9,2,2,2018-10-01,0,1,Canceled,10,1.0,98.01
72,1,1,79.2,2,0,2018-11-18,0,2,Canceled,11,0.6202782399505271,75.24
0,1,0,90.4,2,1,2017-11-01,0,0,Not_Canceled,11,0.06458256724363177,94.92000000000002
256,1,0,115.0,2,0,2018-06-15,0,2,Canceled,6,1.0,103.5
54,0,1,95.0,2,2,2018-10-29,0,1,Not_Canceled,10,0.004379475373959659,99.75
14,0,0,100.0,1,0,2017-10-15,0,2,Not_Canceled,10,0.0,105.0
34,0,1,80.75,2,2,2018-06-19,0,3,Not_Canceled,6,0.004379475373959659,84.78750000000001
86,1,0,100.0,2,0,2017-09-09,0,2,Not_Canceled,9,0.8352941771370453,90.0
104,1,0,76.5,1,2,2018-04-15,0,2,Canceled,4,0.7529346376560372,68.85000000000001
128,1,1,97.42,2,1,2018-07-11,0,2,Not_Canceled,7,0.179589485761191,102.29100000000001
150,1,1,89.4,2,0,2018-09-09,0,2,Not_Canceled,9,0.6202782399505271,84.93
29,1,0,95.04,2,2,2017-10-17,0,2,Not_Canceled,10,0.32725569121626147,99.79200000000002
127,1,1,94.7,2,2,2018-03-19,0,5,Canceled,3,1.0,85.23
34,1,1,105.3,2,0,2018-04-22,0,1,Not_Canceled,4,0.3144221331549095,110.565
0,1,0,75.0,2,0,2017-12-19,0,1,Not_Canceled,12,0.06458256724363177,78.75
169,0,0,72.25,2,2,2018-07-13,0,4,Not_Canceled,7,0.08381130360514956,75.8625
176,1,2,130.05,3,1,2018-08-01,0,4,Canceled,8,1.0,117.04500000000002
9,1,0,127.67,2,1,2018-03-28,0,5,Not_Canceled,3,0.7721881278036157,114.903
168,1,0,85.0,2,1,2018-04-22,0,2,Canceled,4,0.9795827172875433,76.5
4,1,1,118.67,2,1,2018-12-09,0,2,Not_Canceled,12,0.04909437416902179,124.60350000000001
132,1,0,55.63,2,2,2017-12-20,0,2,Not_Canceled,12,0.0,58.411500000000004
69,1,0,120.0,1,2,2018-06-12,0,4,Canceled,6,0.9135452906076733,108.0
74,0,0,101.5,2,0,2017-09-18,0,2,Not_Canceled,9,0.0,106.575
192,0,0,95.0,1,0,2018-06-24,0,2,Not_Canceled,6,0.049145115066306005,99.75
47,1,0,140.4,2,1,2018-06-16,0,3,Canceled,6,0.8623477294557798,126.36000000000001
36,1,0,159.3,3,1,2018-05-14,0,1,Canceled,5,0.8623477294557798,143.37
34,1,0,94.3,2,2,2017-10-15,0,3,Not_Canceled,10,0.32725569121626147,99.015
14,1,3,113.0,2,2,2017-09-04,1,2,Not_Canceled,9,0.0,118.65
183,1,1,112.0,2,1,2018-08-03,0,4,Canceled,8,1.0,100.8
210,1,1,90.95,2,2,2018-08-07,0,3,Not_Canceled,8,0.3357098529862831,95.4975
22,1,0,172.0,3,1,2018-04-30,0,1,Canceled,4,0.8623477294557798,154.8
158,1,1,79.2,2,1,2018-12-24,0,1,Canceled,12,0.24416063184445858,83.16000000000001
4,0,0,144.0,1,1,2018-05-23,0,0,Not_Canceled,5,0.06726760563380284,151.20000000000002
5,0,0,70.0,2,0,2017-11-04,0,3,Not_Canceled,11,0.0,73.5
11,1,1,150.0,2,0,2018-11-05,0,1,Canceled,11,0.5227981556902477,142.5
34,0,0,100.0,2,0,2018-10-26,0,3,Not_Canceled,10,0.0,105.0
33,1,0,62.0,2,1,2018-01-25,0,1,Canceled,1,0.9148973792751782,55.800000000000004
83,1,1,167.4,2,0,2018-06-14,0,1,Not_Canceled,6,0.38323078777140107,175.77
263,0,0,67.0,2,1,2017-09-21,0,0,Not_Canceled,9,0.0,70.35000000000001
119,0,0,83.0,1,0,2018-03-29,0,2,Not_Canceled,3,0.0,87.15
89,1,1,113.4,1,1,2018-10-03,0,1,Not_Canceled,10,0.6202782399505271,107.73
217,1,0,96.3,2,0,2018-08-10,0,2,Canceled,8,0.9795827172875433,86.67
193,1,1,90.95,2,1,2018-07-25,0,3,Not_Canceled,7,0.3357098529862831,95.4975
91,1,0,59.37,2,2,2018-04-02,0,2,Not_Canceled,4,0.29779403768102075,62.3385
117,1,0,48.6,1,5,2017-07-07,0,15,Canceled,7,0.7069146613479991,43.74
64,1,1,103.95,2,2,2018-09-04,0,2,Not_Canceled,9,0.6202782399505271,98.7525
377,0,0,90.0,1,0,2018-10-14,0,2,Not_Canceled,10,0.6490964258622998,85.5
255,1,1,80.85,2,0,2018-06-03,0,1,Canceled,6,1.0,72.765
110,0,1,98.2,2,0,2017-07-23,0,1,Not_Canceled,7,0.19085911464483457,103.11000000000001
11,1,0,99.0,1,0,2018-05-25,0,1,Not_Canceled,5,0.7772208448411003,89.10000000000001
13,1,0,81.7,1,2,2018-01-20,0,8,Not_Canceled,1,0.0,85.78500000000001
60,1,0,105.3,2,0,2018-07-12,0,1,Canceled,7,0.8352941771370453,94.77
101,1,0,142.2,3,0,2018-07-22,0,2,Canceled,7,0.8623477294557798,127.97999999999999
11,1,1,130.0,2,0,2018-11-05,0,1,Canceled,11,0.5227981556902477,123.5
7,0,0,65.0,1,0,2018-03-02,0,2,Not_Canceled,3,0.0,68.25
296,1,1,117.0,2,0,2018-09-21,0,4,Canceled,9,1.0,105.3
150,1,2,131.75,3,2,2018-07-14,0,8,Canceled,7,0.4336544650142153,125.1625
213,1,1,92.29,2,2,2018-06-30,0,5,Not_Canceled,6,0.3357098529862831,96.90450000000001
39,1,1,94.5,2,1,2018-04-24,0,0,Not_Canceled,4,0.3144221331549095,99.22500000000001
11,1,0,90.0,1,0,2018-06-14,0,3,Not_Canceled,6,0.7772208448411003,81.0
58,1,1,79.2,2,1,2017-11-13,0,2,Not_Canceled,11,0.3144221331549095,83.16000000000001
223,1,2,90.95,2,0,2018-08-30,0,4,Canceled,8,1.0,81.855
93,1,0,115.0,1,2,2018-10-15,0,1,Canceled,10,0.9135452906076733,103.5
13,1,1,105.0,2,0,2018-11-17,0,3,Not_Canceled,11,0.1658249778111956,110.25
71,1,0,132.6,2,2,2018-05-01,0,2,Canceled,5,0.8623477294557798,119.34
7,0,1,147.3,2,0,2018-07-12,0,2,Not_Canceled,7,0.2710916512999798,154.66500000000002
63,1,0,210.6,3,1,2018-05-14,0,1,Canceled,5,0.9947127458720073,189.54
10,1,1,97.0,2,0,2017-08-22,0,1,Not_Canceled,8,0.1658249778111956,101.85000000000001
9,1,1,108.0,2,0,2018-07-20,0,1,Not_Canceled,7,0.08539384469750973,113.4
0,1,2,90.0,2,0,2017-08-05,0,3,Not_Canceled,8,0.0,94.5
176,1,0,90.95,2,0,2018-07-12,0,4,Canceled,7,0.9795827172875433,81.855
117,1,1,112.5,2,0,2018-08-12,0,2,Not_Canceled,8,0.179589485761191,118.125
247,1,1,0.0,2,0,2018-06-06,0,0,Not_Canceled,6,0.0,0.0
50,0,0,74.0,2,0,2018-02-24,0,3,Not_Canceled,2,0.0,77.7
6,1,0,65.0,1,0,2018-03-29,0,4,Not_Canceled,3,0.09630448287970325,68.25
97,1,1,125.1,2,0,2018-09-06,0,4,Not_Canceled,9,0.5227981556902477,118.84499999999998
64,1,2,65.36,2,0,2018-01-19,0,2,Not_Canceled,1,0.0,68.628
147,1,0,89.25,1,2,2018-07-15,0,2,Not_Canceled,7,0.8352941771370453,80.325
159,0,1,70.0,2,1,2018-04-09,0,1,Not_Canceled,4,0.038714960705921043,73.5
305,1,0,89.0,2,1,2018-11-04,0,2,Canceled,11,0.9795827172875433,80.10000000000001
174,1,0,70.0,2,1,2017-10-10,0,1,Canceled,10,0.9924205568513174,63.0
147,1,2,72.25,2,0,2017-12-29,0,3,Canceled,12,0.4477420603878827,68.6375
28,1,1,90.0,1,0,2018-04-06,0,1,Not_Canceled,4,0.3144221331549095,94.5
189,1,4,96.3,2,1,2018-10-28,0,2,Not_Canceled,10,0.0,101.115
102,0,0,109.0,2,0,2017-10-16,0,2,Not_Canceled,10,0.0,114.45
60,0,0,75.0,2,2,2018-11-25,0,2,Not_Canceled,11,0.0,78.75
63,0,0,58.0,2,1,2018-02-15,0,3,Not_Canceled,2,0.0,60.900000000000006
97,1,0,89.25,2,0,2017-09-03,0,3,Not_Canceled,9,0.8352941771370453,80.325
193,0,1,72.25,2,2,2018-07-31,0,2,Not_Canceled,7,0.038714960705921043,75.8625
39,0,0,87.0,1,0,2017-08-14,0,2,Not_Canceled,8,0.0,91.35000000000001
258,1,0,110.0,2,1,2018-10-16,0,0,Canceled,10,1.0,99.0
25,1,0,100.3,2,2,2018-11-12,0,2,Not_Canceled,11,0.32725569121626147,105.315
76,1,0,132.6,2,2,2018-04-30,0,2,Not_Canceled,4,0.8623477294557798,119.34
5,1,0,0.0,1,1,2018-09-26,0,0,Not_Canceled,9,0.06458256724363177,0.0
158,1,1,131.8,2,0,2018-07-07,0,3,Canceled,7,1.0,118.62000000000002
44,0,0,85.0,1,2,2018-04-23,0,1,Not_Canceled,4,0.9353665011399481,76.5
377,1,1,115.0,2,0,2018-10-14,0,2,Canceled,10,1.0,103.5
50,1,1,62.29,2,0,2018-02-12,0,2,Not_Canceled,2,0.071124594796775,65.4045
7,1,1,93.0,2,0,2018-02-26,0,2,Not_Canceled,2,0.08539384469750973,97.65
38,0,1,118.0,2,0,2017-12-31,0,3,Not_Canceled,12,0.004379475373959659,123.9
31,1,0,72.9,1,1,2018-02-08,0,2,Canceled,2,0.7529346376560372,65.61000000000001
58,0,0,81.0,1,0,2018-01-27,0,3,Not_Canceled,1,0.0,85.05
5,0,0,116.5,2,2,2017-08-15,0,1,Not_Canceled,8,0.24609824373034747,122.325
117,0,0,94.5,2,2,2017-08-01,0,1,Not_Canceled,8,0.8592297713348223,85.05
59,1,1,119.0,3,2,2018-12-11,0,2,Not_Canceled,12,0.0,124.95
54,1,0,116.1,2,0,2018-05-06,0,2,Canceled,5,0.8623477294557798,104.49
26,0,0,95.0,2,2,2018-09-18,0,1,Not_Canceled,9,0.24609824373034747,99.75
63,1,2,144.9,2,0,2018-08-09,0,2,Not_Canceled,8,0.0,152.145
443,1,0,65.0,2,0,2018-04-29,0,1,Canceled,4,0.9924205568513174,58.5
52,1,0,140.4,1,2,2018-05-15,0,1,Not_Canceled,5,0.9177902071233922,126.36000000000001
13,1,0,96.0,1,1,2018-12-05,0,0,Not_Canceled,12,0.06458256724363177,100.80000000000001
0,1,2,50.0,1,0,2018-12-17,1,1,Not_Canceled,12,0.0,52.5
35,0,0,60.0,2,1,2017-11-02,0,3,Not_Canceled,11,0.053259805714054545,63.0
19,1,2,124.0,2,0,2017-09-19,0,1,Not_Canceled,9,0.0,130.20000000000002
336,0,0,78.0,2,1,2018-09-21,0,4,Not_Canceled,9,0.0,81.9
20,0,0,66.0,2,2,2018-01-31,0,1,Not_Canceled,1,0.08927279193835214,69.3
12,0,1,64.0,2,2,2017-12-05,0,1,Not_Canceled,12,0.004379475373959659,67.2
3,0,0,120.0,1,0,2018-06-10,0,1,Not_Canceled,6,0.0,126.0
21,1,0,84.0,1,0,2018-07-05,0,1,Not_Canceled,7,0.8052510233849338,75.60000000000001
19,0,0,87.0,2,0,2018-02-23,0,5,Not_Canceled,2,0.0,91.35000000000001
178,1,2,90.9,2,0,2018-10-26,0,4,Not_Canceled,10,0.10842625443487078,95.44500000000001
6,1,2,110.5,2,0,2018-12-28,0,4,Not_Canceled,12,0.0,116.025
4,0,0,70.0,1,0,2018-12-16,0,1,Not_Canceled,12,0.0,73.5
288,1,0,67.25,2,2,2018-12-22,0,5,Canceled,12,0.9924205568513174,60.525
219,0,0,76.67,1,1,2017-09-04,0,2,Not_Canceled,9,0.049145115066306005,80.5035
190,1,0,90.9,2,0,2018-11-03,0,3,Canceled,11,0.9795827172875433,81.81
18,1,0,110.4,3,2,2018-09-18,0,2,Canceled,9,1.0,99.36000000000001
23,0,0,87.0,1,2,2018-01-02,0,1,Not_Canceled,1,0.0,91.35000000000001
167,1,0,90.9,2,1,2018-08-26,0,2,Canceled,8,0.9795827172875433,81.81
79,0,0,95.0,2,2,2018-09-03,0,5,Not_Canceled,9,0.3211368270643458,99.75
62,1,0,140.4,2,0,2018-05-07,0,1,Canceled,5,0.8623477294557798,126.36000000000001
5,1,2,155.0,2,1,2018-08-22,0,4,Not_Canceled,8,0.098132984701484,162.75
0,1,0,160.0,2,1,2018-09-25,0,0,Not_Canceled,9,0.16817470028465775,168.0
0,1,1,97.0,2,0,2017-08-19,0,2,Not_Canceled,8,0.04909437416902179,101.85000000000001
10,1,1,79.39,2,2,2017-12-05,0,1,Not_Canceled,12,0.0,83.3595
43,1,0,86.75,2,0,2018-01-14,0,3,Canceled,1,0.9018499147632209,78.075
68,0,0,80.75,2,2,2018-06-18,0,1,Not_Canceled,6,0.08086105638161657,84.78750000000001
12,0,0,75.0,1,1,2017-10-05,0,2,Not_Canceled,10,0.06726760563380284,78.75
99,1,0,81.0,1,0,2018-02-19,0,2,Not_Canceled,2,0.0,85.05
75,1,0,80.0,2,1,2018-03-17,0,3,Canceled,3,0.7529346376560372,72.0
26,1,0,66.29,1,4,2018-12-01,0,10,Canceled,12,0.9117935384877673,59.66100000000001
39,1,0,88.0,2,0,2018-11-22,0,2,Not_Canceled,11,0.32725569121626147,92.4
55,0,0,104.0,2,0,2018-04-06,0,1,Not_Canceled,4,0.0,109.2
115,1,0,132.3,2,2,2018-10-15,0,4,Canceled,10,0.8623477294557798,119.07000000000001
71,0,0,120.0,1,0,2018-06-14,0,3,Not_Canceled,6,0.0,126.0
5,0,0,125.0,2,2,2018-05-15,0,1,Not_Canceled,5,0.08927279193835214,131.25
103,1,0,115.0,1,0,2018-04-19,0,2,Canceled,4,0.9135452906076733,103.5
4,1,0,233.33,2,1,2018-10-28,0,2,Canceled,10,1.0,209.997
144,1,0,162.0,3,0,2018-09-15,0,3,Canceled,9,0.8623477294557798,145.8
1,1,0,90.0,2,1,2017-08-21,0,2,Not_Canceled,8,0.27176243193235494,94.5
3,1,1,65.0,1,1,2018-04-11,0,0,Not_Canceled,4,0.04909437416902179,68.25
43,1,1,0.0,2,0,2017-10-17,0,0,Not_Canceled,10,0.071124594796775,0.0
35,1,0,179.01,2,1,2018-05-16,0,1,Canceled,5,0.8623477294557798,161.109
141,0,1,90.0,2,1,2017-09-20,0,0,Not_Canceled,9,0.19085911464483457,94.5
4,1,0,86.0,2,0,2018-01-06,1,1,Not_Canceled,1,0.0,90.3
147,1,1,138.55,3,1,2018-07-07,0,3,Canceled,7,0.4775371745112604,131.6225
231,1,0,90.95,2,2,2018-08-28,0,2,Canceled,8,0.9795827172875433,81.855
48,1,1,108.0,2,0,2018-10-04,0,3,Canceled,10,0.3144221331549095,113.4
93,1,0,159.3,3,0,2018-06-03,0,2,Not_Canceled,6,0.8623477294557798,143.37
53,1,1,108.0,2,1,2018-10-17,0,1,Not_Canceled,10,0.3144221331549095,113.4
37,0,0,105.0,2,0,2018-10-13,0,3,Not_Canceled,10,0.0,110.25
302,1,0,100.0,2,1,2018-09-16,0,2,Canceled,9,0.9795827172875433,90.0
229,1,0,89.25,2,2,2018-10-22,0,2,Canceled,10,0.9795827172875433,80.325
160,1,1,85.0,2,2,2018-11-20,0,3,Canceled,11,0.6176145369298416,80.75
52,1,0,82.08,2,1,2018-11-14,0,3,Not_Canceled,11,0.2413107542194837,86.184
129,1,1,112.03,2,1,2018-05-11,0,4,Canceled,5,0.4837976396951592,106.4285
197,1,1,168.3,2,0,2018-10-28,0,1,Canceled,10,1.0,151.47000000000003
134,1,2,89.85,2,0,2018-07-12,0,4,Not_Canceled,7,0.16877863348245908,94.3425
77,1,1,90.95,2,1,2018-04-11,0,3,Not_Canceled,4,0.2752194236377152,95.4975
24,1,1,109.33,2,1,2018-02-26,0,2,Canceled,2,0.3144221331549095,114.79650000000001
257,1,0,101.5,2,0,2017-07-01,0,2,Canceled,7,1.0,91.35000000000001
139,1,1,139.2,3,2,2018-08-19,0,4,Not_Canceled,8,0.4775371745112604,132.23999999999998
30,1,0,68.7,1,1,2018-02-12,0,2,Canceled,2,0.4910398084994754,65.265
13,1,1,160.0,2,2,2018-09-04,0,1,Not_Canceled,9,0.5227981556902477,152.0
320,0,0,90.0,1,0,2018-08-18,0,2,Not_Canceled,8,0.049145115066306005,94.5
74,0,0,109.0,2,0,2017-09-18,0,2,Not_Canceled,9,0.0,114.45
143,0,1,112.0,2,2,2018-07-02,0,1,Not_Canceled,7,0.19085911464483457,117.60000000000001
0,1,0,89.0,2,1,2018-05-09,0,0,Canceled,5,0.27176243193235494,93.45
265,0,0,90.0,1,0,2018-06-24,0,2,Not_Canceled,6,0.049145115066306005,94.5
386,1,1,115.0,2,2,2018-10-23,0,0,Canceled,10,1.0,103.5
122,1,2,105.83,2,2,2018-07-09,0,2,Not_Canceled,7,0.16877863348245908,111.1215
15,1,3,107.0,2,0,2017-11-10,0,2,Not_Canceled,11,0.0,112.35000000000001
102,1,0,101.5,2,0,2017-10-16,0,2,Canceled,10,0.8352941771370453,91.35000000000001
19,1,1,109.0,2,0,2018-03-18,0,2,Not_Canceled,3,0.3144221331549095,114.45
35,0,3,89.28,2,0,2017-10-16,0,2,Not_Canceled,10,0.0,93.744
27,0,0,108.0,2,0,2017-09-30,0,2,Not_Canceled,9,0.0,113.4
116,1,0,61.0,1,2,2018-02-28,0,1,Canceled,2,0.9148973792751782,54.9
133,0,1,42.17,2,1,2018-03-11,0,2,Not_Canceled,3,0.19085911464483457,44.2785
0,1,0,180.0,2,0,2018-09-20,0,1,Not_Canceled,9,0.16817470028465775,189.0
25,1,1,139.0,1,0,2018-08-02,0,3,Canceled,8,0.38323078777140107,145.95000000000002
192,1,0,164.63,2,2,2018-10-28,0,3,Canceled,10,1.0,148.167
213,1,0,67.5,2,0,2018-12-17,0,1,Not_Canceled,12,0.9924205568513174,60.75
44,1,1,0.0,2,1,2018-05-23,0,1,Not_Canceled,5,0.071124594796775,0.0
5,0,0,95.2,2,2,2018-04-17,0,1,Not_Canceled,4,0.08927279193835214,99.96000000000001
85,0,1,85.0,2,1,2018-10-06,0,3,Not_Canceled,10,0.004379475373959659,89.25
211,1,0,100.0,2,0,2018-05-20,0,2,Canceled,5,0.9795827172875433,90.0
7,1,1,78.0,2,1,2018-12-17,0,1,Not_Canceled,12,0.08539384469750973,81.9
320,1,1,115.0,2,0,2018-08-18,0,2,Canceled,8,1.0,103.5
301,1,1,115.0,2,1,2018-07-30,0,1,Canceled,7,1.0,103.5
292,1,0,115.0,2,0,2018-07-21,0,2,Canceled,7,1.0,103.5
1,1,0,99.0,2,1,2018-04-18,0,0,Not_Canceled,4,0.27176243193235494,103.95
100,1,1,112.5,2,1,2018-07-04,1,0,Not_Canceled,7,0.020156574442349303,118.125
0,0,0,65.0,1,0,2018-12-21,0,1,Not_Canceled,12,0.0,68.25
50,1,0,142.2,3,0,2018-09-02,0,2,Canceled,9,0.8623477294557798,127.97999999999999
25,1,1,66.22,1,0,2018-02-16,0,2,Not_Canceled,2,0.3144221331549095,69.531
30,1,1,118.2,2,1,2017-10-23,0,2,Not_Canceled,10,0.3144221331549095,124.11000000000001
156,1,2,171.96,2,2,2018-08-13,0,5,Canceled,8,1.0,154.764
43,1,3,90.9,1,0,2017-10-29,0,3,Not_Canceled,10,0.0,95.44500000000001
319,1,2,113.9,3,1,2018-12-29,0,3,Canceled,12,0.7834543195343667,102.51
8,1,1,87.78,2,0,2017-09-08,0,3,Not_Canceled,9,0.08539384469750973,92.16900000000001
377,0,0,90.0,1,0,2018-10-14,0,2,Not_Canceled,10,0.6490964258622998,85.5
177,1,0,82.96,2,0,2018-07-27,0,2,Canceled,7,0.9795827172875433,74.664
54,1,0,89.46,2,1,2018-03-17,0,3,Canceled,3,0.9018499147632209,80.514
199,1,0,85.5,2,1,2018-08-28,0,0,Canceled,8,0.9795827172875433,76.95
36,0,0,75.6,2,0,2017-10-13,0,2,Not_Canceled,10,0.0,79.38
10,1,0,110.0,1,3,2018-05-29,0,5,Not_Canceled,5,0.7337978347089721,99.0
144,1,0,131.7,3,0,2018-08-24,0,3,Canceled,8,0.8623477294557798,118.52999999999999
44,1,1,113.7,2,0,2018-10-20,0,3,Not_Canceled,10,0.3144221331549095,119.385
73,1,1,126.9,2,0,2018-06-09,0,2,Not_Canceled,6,0.27073161019265024,133.245
42,1,1,97.02,2,2,2018-10-02,0,1,Not_Canceled,10,0.3144221331549095,101.871
53,1,1,81.0,2,0,2017-12-29,0,2,Not_Canceled,12,0.0,85.05
42,1,0,140.58,2,2,2018-08-25,0,3,Not_Canceled,8,0.8623477294557798,126.52200000000002
386,1,1,115.0,2,2,2018-10-23,0,0,Canceled,10,1.0,103.5
44,1,1,134.93,3,2,2018-03-20,1,2,Not_Canceled,3,0.020156574442349303,141.6765
88,1,0,151.2,3,1,2018-10-10,0,3,Canceled,10,0.8623477294557798,136.07999999999998
0,1,1,103.32,2,0,2018-07-23,0,1,Not_Canceled,7,0.04909437416902179,108.486
6,0,0,77.0,1,0,2017-09-24,0,1,Not_Canceled,9,0.0,80.85000000000001
66,1,1,87.3,2,1,2018-09-02,0,2,Not_Canceled,9,0.6202782399505271,82.93499999999999
26,0,0,95.0,2,2,2018-06-11,0,1,Not_Canceled,6,0.08927279193835214,99.75
257,1,0,101.5,2,0,2017-07-01,0,2,Canceled,7,1.0,91.35000000000001
32,1,2,97.92,2,1,2017-10-05,0,4,Not_Canceled,10,0.33881428040894795,102.816
23,1,0,104.0,2,0,2018-12-16,0,1,Not_Canceled,12,0.7799357421177758,93.60000000000001
33,1,0,64.0,2,1,2018-01-25,0,1,Not_Canceled,1,0.25327665404255745,67.2
164,1,0,99.45,2,1,2018-05-02,0,3,Canceled,5,0.9795827172875433,89.50500000000001
0,1,0,120.0,2,0,2018-06-03,0,1,Not_Canceled,6,0.16817470028465775,126.0
10,1,1,112.33,1,2,2018-06-26,0,1,Canceled,6,0.1658249778111956,117.9465
124,1,0,87.55,2,1,2018-04-14,0,3,Canceled,4,0.7236589100361424,78.795
138,1,1,79.2,1,0,2018-11-25,0,2,Not_Canceled,11,0.6202782399505271,75.24
72,1,0,95.4,2,1,2018-11-12,0,1,Canceled,11,0.8352941771370453,85.86000000000001
36,1,0,71.1,2,2,2018-03-08,0,5,Canceled,3,0.4910398084994754,67.54499999999999
203,1,0,116.1,2,0,2018-09-27,0,3,Canceled,9,1.0,104.49
12,1,2,129.25,2,1,2018-10-31,0,3,Not_Canceled,10,0.0,135.7125
22,1,0,129.0,2,1,2018-03-21,0,1,Canceled,3,0.8623477294557798,116.10000000000001
190,0,1,70.0,2,1,2018-04-09,0,1,Not_Canceled,4,0.038714960705921043,73.5
111,1,1,122.1,2,0,2018-05-04,0,4,Not_Canceled,5,0.27073161019265024,128.205
12,1,2,80.85,2,0,2017-09-09,0,2,Not_Canceled,9,0.0,84.8925
44,1,1,71.1,2,0,2018-03-09,0,3,Not_Canceled,3,0.3144221331549095,74.655
17,1,1,107.7,1,3,2018-02-19,0,7,Canceled,2,0.3144221331549095,113.08500000000001
0,1,1,41.84,2,2,2018-01-10,0,5,Not_Canceled,1,0.04909437416902179,43.932
249,1,1,86.62,2,1,2018-08-27,0,1,Canceled,8,0.3357098529862831,90.95100000000001
25,1,0,88.0,2,1,2018-11-14,0,1,Not_Canceled,11,0.7799357421177758,79.2
143,0,0,112.45,2,1,2018-08-25,0,3,Not_Canceled,8,0.0,118.0725
259,1,0,90.0,2,0,2018-05-05,0,3,Canceled,5,0.9795827172875433,81.0
12,1,1,0.0,2,0,2018-08-16,0,0,Not_Canceled,8,0.071124594796775,0.0
1,1,1,135.0,2,0,2017-12-31,0,1,Not_Canceled,12,0.04909437416902179,141.75
35,1,0,110.16,2,1,2018-09-05,0,3,Not_Canceled,9,0.32725569121626147,115.668
140,0,0,70.0,2,0,2017-12-29,0,5,Not_Canceled,12,0.0,73.5
2,1,0,131.0,2,1,2018-05-30,0,0,Not_Canceled,5,0.16817470028465775,137.55
76,1,1,76.5,2,0,2017-07-07,0,3,Canceled,7,0.8547389961556736,68.85000000000001
110,1,1,85.87,1,0,2018-11-02,0,3,Not_Canceled,11,0.3332501332087102,90.16350000000001
26,0,0,133.8,2,1,2018-04-18,0,4,Not_Canceled,4,0.08927279193835214,140.49
57,1,0,84.6,2,1,2018-07-18,0,0,Not_Canceled,7,0.6739918084436043,80.36999999999999
87,0,1,80.75,2,2,2018-10-23,0,1,Not_Canceled,10,0.004379475373959659,84.78750000000001
145,0,0,65.0,2,2,2018-01-03,0,1,Not_Canceled,1,0.0,68.25
92,1,1,81.95,1,1,2018-06-20,0,3,Not_Canceled,6,0.2752194236377152,86.04750000000001
216,1,2,96.3,2,2,2018-08-27,0,1,Not_Canceled,8,0.3357098529862831,101.115
1,1,0,91.0,2,0,2018-02-19,1,1,Not_Canceled,2,0.27176243193235494,95.55
6,1,0,65.0,1,1,2017-10-12,0,0,Not_Canceled,10,0.06458256724363177,68.25
152,1,0,91.93,2,2,2018-08-20,0,5,Canceled,8,0.9795827172875433,82.73700000000001
4,1,0,130.4,1,2,2018-09-18,0,1,Canceled,9,0.3278735485377728,136.92000000000002
433,1,0,70.0,2,0,2018-09-08,0,3,Canceled,9,0.9924205568513174,63.0
213,1,0,130.0,2,0,2018-06-07,0,3,Canceled,6,1.0,117.0
64,1,1,162.4,2,1,2018-11-18,0,2,Not_Canceled,11,0.5227981556902477,154.28
83,1,1,76.5,2,2,2017-07-06,0,5,Canceled,7,0.8547389961556736,68.85000000000001
40,0,1,75.0,2,0,2018-11-02,0,4,Not_Canceled,11,0.004379475373959659,78.75
198,1,0,86.75,2,1,2018-07-17,0,0,Canceled,7,0.9795827172875433,78.075
86,1,0,82.45,2,2,2018-08-04,0,3,Canceled,8,0.6739918084436043,78.3275
115,0,1,90.95,2,1,2018-05-02,0,3,Not_Canceled,5,0.19085911464483457,95.4975
265,1,1,115.0,2,0,2018-06-24,0,2,Canceled,6,1.0,103.5
40,0,1,125.0,2,0,2018-07-26,0,1,Not_Canceled,7,0.004379475373959659,131.25
90,0,1,102.25,2,0,2018-07-13,0,3,Not_Canceled,7,0.004379475373959659,107.36250000000001
113,1,0,129.6,2,0,2018-09-14,0,3,Canceled,9,0.8623477294557798,116.64
46,0,0,75.0,2,2,2018-10-30,0,1,Not_Canceled,10,0.053259805714054545,78.75
53,1,2,79.2,2,0,2018-11-11,0,2,Not_Canceled,11,0.0,83.16000000000001
10,1,2,90.0,2,1,2017-08-24,0,2,Not_Canceled,8,0.0,94.5
138,0,0,72.5,1,2,2017-08-22,0,1,Not_Canceled,8,0.0,76.125
153,1,1,90.0,2,2,2018-12-10,0,1,Not_Canceled,12,0.6176145369298416,85.5
43,1,1,88.5,2,1,2018-02-26,1,2,Not_Canceled,2,0.020156574442349303,92.925
213,1,0,130.0,2,0,2018-06-07,0,3,Canceled,6,1.0,117.0
35,1,0,127.62,2,1,2018-08-29,0,4,Canceled,8,0.8623477294557798,114.858
112,1,0,58.9,2,1,2018-03-21,0,2,Not_Canceled,3,0.29779403768102075,61.845
46,0,0,118.8,2,0,2017-10-10,0,1,Not_Canceled,10,0.0,124.74000000000001
